danish,english,ukranian
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will experience a  in the right area of your abdomen, where we take a tissue sample of your lungs.","Ви відчуєте укол у правій ділянці живота, де ми будемо брати зразок тканини ваших легенів."
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи спокійно під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will experience a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми візьмемо зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть нерухомо під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,У вас буде відчуття схоже на укол голкою коли ми візьмемо зразок тканини з вашої печінки.
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample from your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини з вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми будемо брати зразок тканини з вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a  when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи спокійно поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій, поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will experience a  in the right area of your abdomen, where we take a tissue sample of your lungs.",Ви відчуєте укол у правій ділянці живота де ми візьмемо зразок тканини ваших легенів.
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи нерухомо під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will experience a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain in place while we take the tissue sample from your liver.,"Будь ласка, залишайтеся на місці поки ми беремо зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть нерухомо під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,У вас буде відчуття схоже на укол голкою коли ми візьмемо зразок тканини з вашої печінки.
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample from your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини з вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми будемо брати зразок тканини з вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a  when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи нерухомо поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will experience a  in the right area of your abdomen, where we take a tissue sample of your lungs.","Ви відчуєте укол у правій ділянці живота, де ми візьмемо зразок тканини ваших легенів."
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми візьмемо зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you remain still during the tissue sampling of your liver.,Дуже важливо щоб ви залишалися нерухомими під час взяття зразка тканини печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will experience a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть нерухомо під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,"У вас буде відчуття, схоже на укол голкою коли ми візьмемо зразок тканини з вашої печінки."
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample from your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини з вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take a tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми будемо брати зразок тканини з вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a  when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи нерухомо поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка зберігайте спокій, поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,"Ви відчуєте пощипування, коли ми будемо брати зразок тканини з вашої печінки."
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно, поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will experience a  in the right area of your abdomen, where we take a tissue sample of your lungs.","Ви відчуєте укол у правій ділянці живота, де ми візьмемо зразок тканини ваших легенів."
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,"Важливо, щоб ви залишалися нерухомими, поки ми будемо брати зразок тканини з вашої печінки."
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи нерухомо під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will experience a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain in place while we take the tissue sample from your liver.,"Будь ласка, залишайтеся на місці поки ми будемо брати зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть спокійно під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,У вас буде відчуття схоже на укол голкою коли ми будемо брати зразок тканини з вашої печінки.
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample from your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини з вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take a tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми будемо брати зразок тканини з вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a  when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи нерухомо поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will experience a  in the right area of your abdomen, where we take a tissue sample of your lungs.",Ви відчуєте укол у правій ділянці живота де ми візьмемо зразок тканини ваших легенів.
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи спокійно під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will experience a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain in place while we take the tissue sample from your liver.,"Будь ласка, залишайтеся на місці поки ми будемо брати зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть нерухомо під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,"У вас буде відчуття схоже на укол голкою, коли ми візьмемо зразок тканини з вашої печінки."
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample from your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини з вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take a tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a  when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми візьмемо зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи нерухомо поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will experience a  in the right area of your abdomen, where we take a tissue sample of your lungs.",Ви відчуєте укол у правій ділянці живота де ми візьмемо зразок тканини ваших легенів.
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи спокійно під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will experience a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain in place while we take the tissue sample from your liver.,"Будь ласка, залишайтеся на місці поки ми будемо брати зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть нерухомо під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,У вас буде відчуття схоже на укол голкою коли ми будемо брати зразок тканини з вашої печінки.
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample from your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини з вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take a tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a  when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми візьмемо зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи спокійно поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.",You will experience a  in the right area of your abdomen where we take a tissue sample of your lungs.,Ви відчуєте укол у правій ділянці живота де ми візьмемо зразок тканини ваших легенів.
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit quietly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи спокійно під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть спокійно під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,У вас буде відчуття схоже на укол голкою коли ми будемо брати зразок тканини з вашої печінки.
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample from your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини з вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit quietly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a sting when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми візьмемо зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи спокійно поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.",You will experience a  in the right area of your abdomen where we take a tissue sample of your lungs.,Ви відчуєте укол у правій ділянці живота де ми візьмемо зразок тканини ваших легенів.
