danish,english,ukranian
"Du kommer til at mærke at det svier og spænder, når du får lokalbedøvelsen.",You will notice that it burns and tightens when you receive the local anesthesia.,"Ви помітите, що печить і стягується, коли отримаєте місцевий знеболювальний засіб."
"Efter du har fået lokalbedøvelsen, må det ikke gøre ondt.","After you have received local anesthesia, it should not hurt.","Після того, як ви отримаєте місцеву анестезію, це не буде боліти."
Efter lokalbedøvelsen vil smerten aftage gradvist.,Pain will gradually decrease after local anesthesia.,Біль буде поступово зменшуватися після місцевої анестезії.
"Når bedøvelsen virker, vil du føle mindre ubehag.","When the anesthesia takes effect, you will feel less discomfort.","Коли анестезія почне діяти, ви відчуватимете менше дискомфорту."
Din smerte vil mindskes efter bedøvelsen.,Your pain will decrease after the anesthesia.,Ваш біль зменшиться після анестезії.
Bedøvelsen vil gøre området følelsesløst.,The anesthesia will make the area numb.,Анестезія зробить область немовлячою.
Du vil føle mindre ubehag efter bedøvelsen.,You will feel less discomfort after the anesthesia.,Після анестезії ви будете відчувати менше дискомфорту.
Efter bedøvelsen vil du opleve mindre smerte.,You will experience less pain after the anesthesia.,Ви відчуєте менше болю після анестезії.
"Det er vigtigt, at bedøvelsen får tid til at virke.",It is important for the anesthesia to have time to work.,"Важливо, щоб анестезія мала час на працю."
Du vil bemærke en reduktion af smerte efter bedøvelsen.,You will notice a reduction in pain after the anesthesia.,Ви помітите зменшення болю після анестезії.
Bedøvelsen skal have tid til at trænge ind.,The anesthesia needs time to take effect.,"Анестезії потрібен час для того, щоб почати діяти."
Efter bedøvelsen bør du føle mindre smerte.,"After the anesthesia, you should feel less pain.",Після анестезії ви повинні відчувати менше болю.
Det er normalt at opleve en let prikkende fornemmelse efter bedøvelsen.,It is normal to experience a slight tingling sensation after the anesthesia.,Після анестезії зовсім нормально відчувати легке поколювання.
Smerten bør aftage efter bedøvelsen.,The pain should decrease after the anesthesia.,Біль повинен зменшуватися після анестезії.
Du vil opdage en lindring af smerte efter bedøvelsen.,You will notice relief from pain after the anesthesia.,Ви відчуєте полегшення від болю після анестезії.
Efter bedøvelsen vil du mærke mindre ubehag.,You will feel less discomfort after the anesthesia.,Ви відчуєте менше дискомфорту після анестезії.
Det er vigtigt at give bedøvelsen tid til at virke fuldt ud.,It is important to give the anesthesia time to fully take effect.,Важливо дати анестезії час повністю почати діяти.
Du vil føle en reduktion af smerte efter bedøvelsen.,You will feel a reduction in pain after the anesthesia.,Ви відчуєте зменшення болю після анестезії.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після анестезії ви повинні відчувати менше дискомфорту.
Det er normalt at føle en prikkende fornemmelse efter bedøvelsen.,It is normal to feel a slight tingling sensation after the anesthesia.,Зовсім нормально відчувати легке поколювання після анестезії.
Smerten bør gradvist aftage efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль повинен поступово зменшуватися після анестезії.
Du vil opleve en forbedring af din smertetilstand efter bedøvelsen.,You will experience an improvement in your pain condition after the anesthesia.,Ви відчуєте покращення свого стану болю після наркозу.
Efter bedøvelsen bør du mærke mindre smerte.,"After the anesthesia, you should feel less pain.",Після наркозу ви повинні відчувати менше болю.
Det er vigtigt at være tålmodig efter bedøvelsen.,It is important to be patient after the anesthesia.,Важливо мати терпіння після наркозу.
Du vil bemærke en formindskelse af smerte efter bedøvelsen.,You will notice a decrease in pain after the anesthesia.,Ви помітите зменшення болю після наркозу.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en let prikkende fornemmelse efter bedøvelsen.,It is normal to feel a slight tingling sensation after the anesthesia.,Звичайно відчувається легке поколювання після наркозу.
Smerten burde falde gradvist efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшується після наркозу.
Du vil opdage en lindring af ubehag efter bedøvelsen.,You will notice relief from discomfort after the anesthesia.,Ви помітите полегшення від дискомфорту після наркозу.
Efter bedøvelsen vil du føle mindre smerte.,"After the anesthesia, you will feel less pain.",Після наркозу ви відчуєте менше болю.
Det er vigtigt at give bedøvelsen tid til at virke fuldt ud.,It is important to give the anesthesia time to fully take effect.,Важливо дати наркозу час повністю здійснити свою дію.
Du vil bemærke en reduktion af smerte efter bedøvelsen.,You will notice a reduction in pain after the anesthesia.,Ви помітите зменшення болю після наркозу.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en prikkende fornemmelse efter bedøvelsen.,It is normal to feel a slight tingling sensation after the anesthesia.,Звичайно відчувається легке поколювання після наркозу.
Smerten bør gradvist aftage efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшується після наркозу.
Du vil opleve en forbedring af din smertetilstand efter bedøvelsen.,You will experience an improvement in your pain condition after the anesthesia.,Ви відчуєте покращення свого стану болю після наркозу.
Efter bedøvelsen bør du mærke mindre smerte.,"After the anesthesia, you should feel less pain.",Після наркозу ви повинні відчувати менше болю.
Det er vigtigt at være tålmodig efter bedøvelsen.,It is important to be patient after the anesthesia.,Важливо мати терпіння після наркозу.
Du vil bemærke en formindskelse af smerte efter bedøvelsen.,You will notice a decrease in pain after the anesthesia.,Ви помітите зменшення болю після наркозу.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en let prikkende fornemmelse efter bedøvelsen.,It is normal to feel a slight tingling sensation after the anesthesia.,Звичайно відчувається легке поколювання після наркозу.
Smerten burde falde gradvist efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшиться після наркозу.
Du vil opdage en lindring af ubehag efter bedøvelsen.,You will notice relief from discomfort after the anesthesia.,Ви відчуєте полегшення від дискомфорту після наркозу.
Efter bedøvelsen vil du føle mindre smerte.,"After the anesthesia, you will feel less pain.",Після наркозу ви відчуєте менше болю.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en let prikkende fornemmelse efter bedøvelsen.,It is normal to feel a slight tingling sensation after the anesthesia.,Після наркозу звичайно відчувається легке поколювання.
Smerten burde falde gradvist efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшиться після наркозу.
Du vil opdage en lindring af ubehag efter bedøvelsen.,You will experience an improvement in your pain condition after the anesthesia.,Ви відчуєте полегшення свого стану болю після наркозу.
Efter bedøvelsen vil du føle mindre smerte.,"After the anesthesia, you should feel less pain.",Після наркозу ви повинні відчувати менше болю.
Det er vigtigt at give bedøvelsen tid til at virke fuldt ud.,It is important to give the anesthesia time to take full effect.,Важливо дати наркозу час повністю розкритися.
Du vil bemærke en reduktion af smerte efter bedøvelsen.,You will notice a reduction in pain after the anesthesia.,Ви помітите зменшення болю після наркозу.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en prikkende fornemmelse efter bedøvelsen.,It is normal to feel a tingling sensation after the anesthesia.,Звичайно відчувається поколювання після наркозу.
Smerten bør gradvist aftage efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшиться після наркозу.
Du vil opleve en forbedring af din smertetilstand efter bedøvelsen.,You will experience an improvement in your pain condition after the anesthesia.,Ви відчуєте покращення свого стану болю після наркозу.
Efter bedøvelsen bør du mærke mindre smerte.,"After the anesthesia, you should feel less pain.",Після наркозу ви повинні відчувати менше болю.
Det er vigtigt at være tålmodig efter bedøvelsen.,It is important to be patient after the anesthesia.,Важливо мати терпіння після наркозу.
Du vil bemærke en formindskelse af smerte efter bedøvelsen.,You will notice a decrease in pain after the anesthesia.,Ви помітите зменшення болю після наркозу.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en let prikkende fornemmelse efter bedøvelsen.,It is normal to feel a slight tingling sensation after the anesthesia.,Звичайно відчувається легке поколювання після наркозу.
Smerten burde falde gradvist efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшиться після наркозу.
Du vil opdage en lindring af ubehag efter bedøvelsen.,You will notice relief from discomfort after the anesthesia.,Ви помітите полегшення від дискомфорту після наркозу.
Efter bedøvelsen vil du føle mindre smerte.,"After the anesthesia, you will feel less pain.",Після наркозу ви будете відчувати менше болю.
Det er vigtigt at give bedøvelsen tid til at virke fuldt ud.,It is important to give the anesthesia time to take full effect.,Важливо дати наркозу час повністю розкритися.
Du vil bemærke en reduktion af smerte efter bedøvelsen.,You will notice a reduction in pain after the anesthesia.,Ви помітите зменшення болю після наркозу.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en prikkende fornemmelse efter bedøvelsen.,It is normal to feel a tingling sensation after the anesthesia.,Звичайно після наркозу ви відчуваєте легке поколювання.
Smerten bør gradvist aftage efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшиться після наркозу.
Du vil opleve en forbedring af din smertetilstand efter bedøvelsen.,You will experience an improvement in your pain condition after the anesthesia.,Ви відчуєте покращення вашого стану болю після наркозу.
Efter bedøvelsen bør du mærke mindre smerte.,"After the anesthesia, you should feel less pain.",Після наркозу ви повинні відчувати менше болю.
Det er vigtigt at være tålmodig efter bedøvelsen.,It is important to be patient after the anesthesia.,Важливо мати терпіння після наркозу.
Du vil bemærke en formindskelse af smerte efter bedøvelsen.,You will notice a decrease in pain after the anesthesia.,Ви помітите зменшення болю після наркозу.
Efter bedøvelsen skulle du føle mindre ubehag.,"After the anesthesia, you should feel less discomfort.",Після наркозу ви повинні відчувати менше дискомфорту.
Det er normalt at føle en let prikkende fornemmelse efter bedøvelsen.,It is normal to feel a slight tingling sensation after the anesthesia.,Звичайно після наркозу ви відчуваєте легке поколювання.
Smerten burde falde gradvist efter bedøvelsen.,The pain should gradually decrease after the anesthesia.,Біль поступово зменшиться після наркозу.
Du vil opdage en lindring af ubehag efter bedøvelsen.,You will notice relief from discomfort after the anesthesia.,Ви помітите полегшення від дискомфорту після наркозу.
Efter bedøvelsen vil du føle mindre smerte.,"After the anesthesia, you will feel less pain.",Після наркозу ви будете відчувати менше болю.
Du skal have indsat et kateter i dine lunger,You need to have a catheter inserted into your lungs.,Вам потрібно вставити катетер у ваші легені.
Vi kommer til at hjælpe dig med at kunne trække vejret igen ved at indsætte et kateter i dine lunger,We will help you breathe again by inserting a catheter into your lungs.,"Ми допоможемо вам знову дихати, вставивши катетер у ваші легені."
"Vi skal indsætte et kateter i dine lunger, så du kan trække vejret bedre",We need to insert a catheter into your lungs so you can breathe better.,"Нам потрібно вставити катетер у ваші легені, щоб ви могли краще дихати."
"Du skal have et kateter sat ind i din lunge, så du kan trække vejret bedre",You need to have a catheter inserted into your lung to help you breathe better.,Вам потрібно вставити катетер у ваше легене для полегшення дихання.
"Vi skal afhjælpe din lunge, så derfor indsætter vi et kateter i din lunge.","We need to assist your lung, therefore we're inserting a catheter into it.","Нам потрібно допомогти вашим легеням, тому ми вставляємо катетер."
Du skal have hjælp til at trække vejret ved at indsætte et kateter.,You need assistance in breathing by inserting a catheter.,Вам потрібна допомога у диханні за допомогою вставлення катетера.
Vi arbejder på at forbedre dine vejrtrækningsproblemer med et kateter.,We're working to improve your breathing issues with a catheter.,Ми працюємо над поліпшенням вашої проблеми з диханням за допомогою катетера.
Indsættelse af et kateter vil forbedre din vejrtrækning.,Inserting a catheter will enhance your breathing.,Встановлення катетера покращить ваше дихання.
Vi forbedrer dine vejrtrækningsproblemer med et kateter.,We're improving your breathing issues with a catheter.,Ми покращуємо ваші проблеми з диханням за допомогою катетера.
Kateteret vil hjælpe dig med at trække vejret bedre.,The catheter will help you breathe better.,Катетер допоможе вам дихати краще.
Din vejrtrækning bliver forbedret med et kateter.,Your breathing will be improved with a catheter.,Ваше дихання буде поліпшено за допомогою катетера.
Vi forbedrer din vejrtrækning ved at indsætte et kateter.,We're improving your breathing by inserting a catheter.,"Ми покращуємо ваше дихання, вставляючи катетер."
Kateteret hjælper med at lette din vejrtrækning.,The catheter assists in easing your breathing.,Катетер допомагає полегшити ваше дихання.
Vi sikrer bedre vejrtrækning gennem et kateter.,We ensure better breathing through a catheter.,Ми забезпечуємо краще дихання за допомогою катетера.
Indsættelsen af et kateter er nødvendig for at forbedre din vejrtrækning.,The insertion of a catheter is necessary to improve your breathing.,Вставка катетера є необхідною для покращення вашого дихання.
Du vil få lettet vejrtrækningen ved hjælp af et kateter.,You will experience eased breathing with the help of a catheter.,Ви відчуєте полегшення дихання за допомогою катетера.
Vi arbejder på at forbedre din vejrtrækning med et kateter.,We're working to improve your breathing with a catheter.,Ми працюємо над покращенням вашого дихання за допомогою катетера.
Kateteret vil lette din vejrtrækning.,The catheter will facilitate your breathing.,Катетер полегшить ваше дихання.
Din vejrtrækning bliver forbedret med et kateter.,Your breathing will be improved with a catheter.,Ваше дихання буде поліпшено за допомогою катетера.
Vi forbedrer dine vejrtrækningsproblemer ved at indsætte et kateter.,We're improving your breathing issues by inserting a catheter.,"Ми покращуємо ваші проблеми з диханням, вставляючи катетер."
Du vil kunne trække vejret lettere efter kateteret er indsat.,You will breathe easier after the catheter is inserted.,Ви будете дихати легше після встановлення катетера.
Vi sikrer din vejrtrækning med et kateter.,We ensure your breathing with a catheter.,Ми забезпечуємо ваше дихання за допомогою катетера.
Kateteret vil hjælpe dig med at trække vejret mere effektivt.,The catheter will help you breathe more effectively.,Катетер допоможе вам дихати ефективніше.
Vi arbejder på at forbedre din vejrtrækning gennem et kateter.,We're working to improve your breathing through a catheter.,Ми працюємо над покращенням вашого дихання за допомогою катетера.
Indsættelse af et kateter vil forbedre din vejrtrækning.,Inserting a catheter will enhance your breathing.,Вставка катетера покращить ваше дихання.
Din vejrtrækning bliver lettere med et kateter.,Your breathing becomes easier with a catheter.,Ваше дихання стає легшим за допомогою катетера.
Vi forbedrer din vejrtrækning ved at indsætte et kateter.,We're improving your breathing by inserting a catheter.,"Ми покращуємо ваше дихання, вставляючи катетер."
Kateteret vil forbedre din vejrtrækning.,The catheter will enhance your breathing.,Катетер покращить ваше дихання.
Vi sikrer bedre vejrtrækning med et kateter.,We ensure better breathing with a catheter.,Ми забезпечуємо краще дихання за допомогою катетера.
Indsættelsen af et kateter er nødvendig for at lette din vejrtrækning.,The insertion of a catheter is necessary to ease your breathing.,Вставка катетера є необхідною для полегшення вашого дихання.
Du vil opleve forbedret vejrtrækning efter kateterets indsættelse.,You will experience improved breathing after the catheter insertion.,Ви відчуєте покращення дихання після вставки катетера.
Vi arbejder på at forbedre dine vejrtrækningsproblemer med et kateter.,We're working to improve your breathing issues with a catheter.,Ми працюємо над покращенням ваших проблем з диханням за допомогою катетера.
Kateteret vil hjælpe med at forbedre din vejrtrækning.,The catheter will help improve your breathing.,Катетер допоможе покращити ваше дихання.
Vi forbedrer dine vejrtrækningsproblemer ved hjælp af et kateter.,We're improving your breathing issues with the assistance of a catheter.,Ми покращуємо ваші проблеми з диханням за допомогою катетера.
Du vil kunne trække vejret bedre med et kateter.,You will be able to breathe better with a catheter.,Ви зможете дихати краще з катетером.
Vi forbedrer din vejrtrækning gennem indsættelse af et kateter.,We improve your breathing by inserting a catheter.,"Ми покращуємо ваше дихання, вставляючи катетер."
Kateteret vil lette din vejrtrækning.,The catheter will facilitate your breathing.,Катетер сприятиме вашому диханню.
Vi sikrer bedre vejrtrækning ved at indsætte et kateter.,We ensure better breathing by inserting a catheter.,"Ми забезпечуємо краще дихання, вставляючи катетер."
Indsættelsen af et kateter vil forbedre din vejrtrækning.,The insertion of a catheter will improve your breathing.,Вставка катетера покращить ваше дихання.
Du vil opleve forbedret vejrtrækning med et kateter.,You will experience improved breathing with a catheter.,Ви відчуєте покращення дихання з катетером.
Vi arbejder på at forbedre din vejrtrækning gennem kateteret.,We work on improving your breathing through the catheter.,Ми працюємо над покращенням вашого дихання через катетер.
Kateteret vil hjælpe dig med at trække vejret mere effektivt.,The catheter will help you breathe more effectively.,Катетер допоможе вам дихати ефективніше.
Vi forbedrer dine vejrtrækningsproblemer med et kateter.,We improve your breathing problems with a catheter.,Ми покращуємо ваші проблеми з диханням за допомогою катетера.
Du vil få lettet vejrtrækningen med indsættelsen af et kateter.,You will experience relief in breathing with the insertion of a catheter.,Ви відчуєте полегшення в диханні з вставкою катетера.
Vi sikrer bedre vejrtrækning gennem et kateter.,We ensure better breathing through a catheter.,Ми забезпечуємо краще дихання за допомогою катетера.
Indsættelsen af et kateter er nødvendig for at forbedre din vejrtrækning.,The insertion of a catheter is necessary to improve your breathing.,Вставка катетера необхідна для поліпшення вашого дихання.
Du vil kunne trække vejret lettere med et kateter.,You will be able to breathe more easily with a catheter.,З катетером вам буде легше дихати.
Vi forbedrer din vejrtrækning med indsættelse af et kateter.,We improve your breathing by inserting a catheter.,"Ми поліпшуємо ваше дихання, вставляючи катетер."
Kateteret vil forbedre din vejrtrækning.,The catheter will enhance your breathing.,Катетер покращить ваше дихання.
Vi sikrer bedre vejrtrækning ved hjælp af et kateter.,We ensure better breathing through the use of a catheter.,Ми забезпечуємо краще дихання за допомогою використання катетера.
"Du kommer til at mærke et lille prik, for vi kan desværre ikke bedøve lungehinden","You will feel a little prick because unfortunately, we cannot anesthetize the pleura.","Ви відчуєте невеликий укол через те, що, на жаль, ми не можемо наркотизувати плевру."
"Lungehinden kan desværre ikke bedøves, så du vil kunne mærke, når vi stikker igennem den","Unfortunately, the pleura cannot be anesthetized, so you will feel it when we pierce through it.","На жаль, плевру не можна наркотизувати, тому ви відчуєте, коли ми проколемо її."
"Vi kan desværre ikke bedøve lungehinden, så du kommer til at kunne mærke et prik, når vi stikker.","Unfortunately, we cannot anesthetize the pleura, so you will feel a prick when we pierce it.","На жаль, ми не можемо наркотизувати плевру, тому ви відчуєте укол, коли ми її проколемо."
"Du vil føle et lille prik, da lungehinden desværre ikke kan bedøves","You will feel a little prick, as unfortunately, the pleura cannot be anesthetized.","Ви відчуєте невеликий укол через те, що, на жаль, плевру не можна наркотизувати."
"Desværre kan lungehinden ikke bedøves, så du vil kunne mærke, når vi stikker igennem den","Unfortunately, the pleura cannot be anesthetized, so you will feel it when we pierce through it.","На жаль, плевру не можна наркотизувати, тому ви відчуєте, коли ми проколемо її."
"Vi kan ikke bedøve lungehinden, så du vil kunne mærke et prik, når vi stikker","We cannot anesthetize the pleura, so you will feel a prick when we pierce it.","Ми не можемо наркотизувати плевру, тому ви відчуєте укол, коли ми її проколемо."
"Lungehinden kan ikke bedøves, hvilket betyder, at du vil føle et prik under proceduren","The pleura cannot be anesthetized, which means you will feel a prick during the procedure.","Плевру не можна наркотизувати, що означає, що ви відчуєте укол під час процедури."
"Vi må desværre ikke bedøve lungehinden, så du vil kunne mærke, når vi stikker","Unfortunately, we are not allowed to anesthetize the pleura, so you will feel it when we pierce it.","На жаль, ми не маємо можливості наркотизувати плевру, тому ви відчуєте, коли ми проколемо її."
"Du vil opleve en prikkende fornemmelse, da lungehinden ikke kan bedøves","You will experience a tingling sensation, as the pleura cannot be anesthetized.",Ви відчуєте покращення через відсутність наркозу плеври.
"Det er uheldigt, men lungehinden kan ikke bedøves, så du vil mærke nålen","It is unfortunate, but the pleura cannot be anesthetized, so you will feel the needle.","Нажаль, плевру не можна наркотизувати, тому ви відчуєте голку."
"Vi kan ikke bedøve lungehinden, så du vil føle et lille stik under proceduren","We cannot anesthetize the pleura, so you will feel a little prick during the procedure.","Ми не можемо наркотизувати плевру, тому ви відчуєте невеликий укол під час процедури."
"Desværre er det ikke muligt at bedøve lungehinden, så du vil mærke nålen","Unfortunately, it is not possible to anesthetize the pleura, so you will feel the needle.","На жаль, наркоз плеври не можливий, тому ви відчуєте голку."
"Du vil føle et prik, da lungehinden desværre ikke kan bedøves","You will feel a prick, as unfortunately, the pleura cannot be anesthetized.","Ви відчуєте укол, оскільки, на жаль, плевру не можна наркотизувати."
"Lungehinden kan ikke bedøves, så du vil mærke, når vi stikker nålen ind","The pleura cannot be anesthetized, so you will feel it when we insert the needle.","Плевру не можна наркотизувати, тому ви відчуєте, коли ми вставляємо голку."
"Vi kan desværre ikke bedøve lungehinden, så du vil kunne føle nålen","Unfortunately, we cannot anesthetize the pleura, so you will feel the needle.","Нажаль, ми не можемо наркотизувати плевру, тому ви відчуєте голку."
"Det er ikke muligt at bedøve lungehinden, så du vil mærke et lille stik","It is not possible to anesthetize the pleura, so you will feel a little prick.","Неможливо наркотизувати плевру, тому ви відчуєте невеликий укол."
"Vi må desværre ikke bedøve lungehinden, så du vil føle nålen under proceduren","We are unfortunately not allowed to anesthetize the pleura, so you will feel the needle during the procedure.","На жаль, нам, на жаль, не дозволено наркотизувати плевру, тому ви відчуєте голку під час процедури."
"Desværre kan lungehinden ikke bedøves, så du vil opleve et prik under proceduren","Unfortunately, the pleura cannot be anesthetized, so you will experience a prick during the procedure.","Нажаль, плевру не можна наркотизувати, тому ви відчуєте укол під час процедури."
"Vi kan ikke bedøve lungehinden, så du vil føle nålen, når den stikker","We cannot anesthetize the pleura, so you will feel the needle when it pierces.","Ми не можемо наркотизувати плевру, тому ви відчуєте голку, коли вона проколюється."
"Lungehinden kan ikke bedøves, hvilket betyder, at du vil føle et stik under proceduren","The pleura cannot be anesthetized, meaning you will feel a prick during the procedure.","Плевру не можна наркотизувати, що означає, що під час процедури ви відчуєте укол."
"Vi må desværre ikke bedøve lungehinden, så du vil opleve et prik","Unfortunately, we are not allowed to anesthetize the pleura, so you will experience a prick.","Нажаль, нам не дозволено наркотизувати плевру, тому ви відчуєте укол."
"Det er uheldigt, men lungehinden kan ikke bedøves, så du vil føle nålen","It is unfortunate, but the pleura cannot be anesthetized, so you will feel the needle.","Це нещасно, але плевру не можна наркотизувати, тому ви відчуєте голку."
"Vi kan ikke bedøve lungehinden, så du vil opleve et lille stik under proceduren","We cannot anesthetize the pleura, so you will experience a little prick during the procedure.","Ми не можемо наркотизувати плевру, тому ви відчуєте невеликий укол під час процедури."
"Desværre er det ikke muligt at bedøve lungehinden, så du vil føle nålen prikke","Unfortunately, it is not possible to anesthetize the pleura, so you will feel the needle prick.","На жаль, не можливо наркотизувати плевру, тому ви відчуєте укол голки."
"Du vil føle et prik, da lungehinden desværre ikke kan bedøves","You will feel a prick, as unfortunately, the pleura cannot be anesthetized.","Ви відчуєте укол, оскільки, на жаль, плевру не можна наркотизувати."
"Lungehinden kan ikke bedøves, så du vil mærke, når vi stikker nålen ind","The pleura cannot be anesthetized, so you will feel it when we insert the needle.","Плевру не можна наркотизувати, тому ви відчуєте, коли ми вставляємо голку."
"Vi kan desværre ikke bedøve lungehinden, så du vil kunne mærke nålen","Unfortunately, we cannot anesthetize the pleura, so you will feel the needle.","Нажаль, ми не можемо наркотизувати плевру, тому ви відчуєте голку."
"Det er ikke muligt at bedøve lungehinden, så du vil føle et lille stik","It is not possible to anesthetize the pleura, so you will feel a little prick.","Неможливо наркотизувати плевру, тому ви відчуєте невеликий укол."
"Vi må desværre ikke bedøve lungehinden, så du vil føle nålen prikke","Unfortunately, we are not allowed to anesthetize the pleura, so you will feel the needle prick.","На жаль, нам, на жаль, не дозволено наркотизувати плевру, тому ви відчуєте укол голки."
"Desværre kan lungehinden ikke bedøves, så du vil opleve et stik","Unfortunately, the pleura cannot be anesthetized, so you will experience a prick.","Нажаль, плевру не можна наркотизувати, тому ви відчуєте укол під час процедури."
"Vi kan ikke bedøve lungehinden, så du vil føle nålen, når den stikker","We cannot anesthetize the pleura, so you will feel the needle as it pierces.","Ми не можемо наркотизувати плевру, тому ви відчуєте голку, коли вона проколюється."
"Lungehinden kan ikke bedøves, hvilket betyder, at du vil føle et prik","The pleura cannot be anesthetized, meaning you will feel a prick.","Плевру не можна наркотизувати, що означає, що під час процедури ви відчуєте укол."
"Vi må desværre ikke bedøve lungehinden, så du vil føle nålen under proceduren","Unfortunately, we are not allowed to anesthetize the pleura, so you will feel the needle during the procedure.","На жаль, нам не дозволено наркотизувати плевру, тому ви відчуєте укол."
"Desværre er det ikke muligt at bedøve lungehinden, så du vil opleve et prik","Unfortunately, it is not possible to anesthetize the pleura, so you will experience a prick.","На жаль, неможливо наркотизувати плевру, тому ви відчуєте укол."
"Du vil føle et prik, da lungehinden desværre ikke kan bedøves","You will feel a prick, as unfortunately, the pleura cannot be anesthetized.","Ви відчуєте укол, оскільки, на жаль, плевру не можна наркотизувати."
"Lungehinden kan ikke bedøves, så du vil mærke nålen, når den stikker ind","The pleura cannot be anesthetized, so you will feel the needle as it pierces.","Плевру не можна наркотизувати, тому ви відчуєте голку, коли вона проколюється."
"Vi kan desværre ikke bedøve lungehinden, så du vil opleve et lille stik","Unfortunately, we cannot anesthetize the pleura, so you will experience a little prick.","На жаль, ми не можемо наркотизувати плевру, тому ви відчуєте невеликий укол."
"Det er ikke muligt at bedøve lungehinden, så du vil føle nålen prikke","It is not possible to anesthetize the pleura, so you will feel the needle prick.","Неможливо наркотизувати плевру, тому ви відчуєте укол голки."
"Vi må desværre ikke bedøve lungehinden, så du vil føle et lille stik","Unfortunately, we are not allowed to anesthetize the pleura, so you will feel a little prick.","На жаль, нам не дозволено наркотизувати плевру, тому ви відчуєте невеликий укол."
"Desværre kan lungehinden ikke bedøves, så du vil føle nålen under proceduren","Unfortunately, the pleura cannot be anesthetized, so you will feel the needle during the procedure.","На жаль, плевру не можна наркотизувати, тому ви відчуєте голку під час процедури."
"Vi kan ikke bedøve lungehinden, så du vil opleve et prik","We cannot anesthetize the pleura, so you will experience a prick.","Ми не можемо наркотизувати плевру, тому ви відчуєте укол."
"Lungehinden kan ikke bedøves, hvilket betyder, at du vil føle nålen","The pleura cannot be anesthetized, meaning you will feel the needle.","Плевру не можна наркотизувати, що означає, що ви відчуєте голку."
"Vi må desværre ikke bedøve lungehinden, så du vil opleve et lille stik","Unfortunately, we are not allowed to anesthetize the pleura, so you will experience a little prick.","На жаль, нам не дозволено наркотизувати плевру, тому ви відчуєте невеликий укол."
"Desværre er det ikke muligt at bedøve lungehinden, så du vil føle nålen prikke","Unfortunately, it is not possible to anesthetize the pleura, so you will feel the needle prick.","На жаль, неможливо наркотизувати плевру, тому ви відчуєте укол голки."
"Du vil føle et prik, da lungehinden desværre ikke kan bedøves","You will feel a prick, as unfortunately, the pleura cannot be anesthetized.","Ви відчуєте укол, оскільки, на жаль, плевру не можна наркотизувати."
"Lungehinden kan ikke bedøves, så du vil mærke nålen, når den stikker ind","The pleura cannot be anesthetized, so you will feel the needle as it pierces.","Плевру не можна наркотизувати, тому ви відчуєте голку, коли вона проколюється."
"Vi kan desværre ikke bedøve lungehinden, så du vil opleve et lille stik","Unfortunately, we cannot anesthetize the pleura, so you will experience a little prick.","На жаль, ми не можемо наркотизувати плевру, тому ви відчуєте невеликий укол."
Vi tager en prøve fra området i din mave.,We are taking a sample from the area in your abdomen.,Ми беремо зразок з області у вашому череві.
Vi vil tage en væskeprøve fra det angivne område.,We will take a fluid sample from the specified area.,Ми візьмемо зразок рідини з визначеної області.
"Der vil blive taget en væskeprøve, som sendes videre til analyse.",A fluid sample will be taken and sent for analysis.,З області у вашому череві буде взятий зразок рідини та відправлений на аналіз.
Vi tager en prøve fra det angivne område i din mave.,We are taking a sample from the specified area in your abdomen.,Ми беремо зразок з визначеної області у вашому череві.
En væskeprøve vil blive taget og sendt videre til nærmere undersøgelse.,A fluid sample will be taken and sent for further examination.,З області у вашому череві буде взятий зразок рідини та відправлений для подальшого обстеження.
